"idSubject" "idActivity" "nameActivity" "variableMeasurement" "avgMeasurement"
1 1 "walking" "FrequenceBodyAccelerometerJerkMagnitudeMean" -0.499075765624092
1 1 "walking" "FrequenceBodyAccelerometerJerkMagnitudeMeanFreq" 0.200055179527839
1 1 "walking" "FrequenceBodyAccelerometerJerkMagnitudeStd" -0.541823079570029
1 1 "walking" "FrequenceBodyAccelerometerJerkMeanFreqX" -0.0488005965884726
1 1 "walking" "FrequenceBodyAccelerometerJerkMeanFreqY" -0.21527915818415
1 1 "walking" "FrequenceBodyAccelerometerJerkMeanFreqZ" -0.0964496376997118
1 1 "walking" "FrequenceBodyAccelerometerJerkMeanX" -0.547348892435764
1 1 "walking" "FrequenceBodyAccelerometerJerkMeanY" -0.507343617969859
1 1 "walking" "FrequenceBodyAccelerometerJerkMeanZ" -0.695305113832853
1 1 "walking" "FrequenceBodyAccelerometerJerkStdX" -0.543979776127867
1 1 "walking" "FrequenceBodyAccelerometerJerkStdY" -0.466251676533372
1 1 "walking" "FrequenceBodyAccelerometerJerkStdZ" -0.737861932680115
1 1 "walking" "FrequenceBodyAccelerometerMagnitudeMean" -0.478448523354179
1 1 "walking" "FrequenceBodyAccelerometerMagnitudeMeanFreq" 0.142062162506138
1 1 "walking" "FrequenceBodyAccelerometerMagnitudeStd" -0.589710231217867
1 1 "walking" "FrequenceBodyAccelerometerMeanFreqX" -0.180558714010749
1 1 "walking" "FrequenceBodyAccelerometerMeanFreqY" 0.0576291646962536
1 1 "walking" "FrequenceBodyAccelerometerMeanFreqZ" 0.0583692776609798
1 1 "walking" "FrequenceBodyAccelerometerMeanX" -0.531895161258213
1 1 "walking" "FrequenceBodyAccelerometerMeanY" -0.406435448904438
1 1 "walking" "FrequenceBodyAccelerometerMeanZ" -0.596411165253602
1 1 "walking" "FrequenceBodyAccelerometerStdX" -0.553060616663401
1 1 "walking" "FrequenceBodyAccelerometerStdY" -0.390150939647061
1 1 "walking" "FrequenceBodyAccelerometerStdZ" -0.498583091676081
1 1 "walking" "FrequenceBodyGyroscopeJerkMagnitudeMean" -0.645970655298847
1 1 "walking" "FrequenceBodyGyroscopeJerkMagnitudeMeanFreq" 0.198031580056455
1 1 "walking" "FrequenceBodyGyroscopeJerkMagnitudeStd" -0.685811262634006
1 1 "walking" "FrequenceBodyGyroscopeMagnitudeMean" -0.535002770337752
1 1 "walking" "FrequenceBodyGyroscopeMagnitudeMeanFreq" 0.0649309438160231
1 1 "walking" "FrequenceBodyGyroscopeMagnitudeStd" -0.566576670397695
1 1 "walking" "FrequenceBodyGyroscopeMeanFreqX" -0.0320324102759078
1 1 "walking" "FrequenceBodyGyroscopeMeanFreqY" -0.0901517235974063
1 1 "walking" "FrequenceBodyGyroscopeMeanFreqZ" -0.0180063943472334
1 1 "walking" "FrequenceBodyGyroscopeMeanX" -0.623219182311527
1 1 "walking" "FrequenceBodyGyroscopeMeanY" -0.505309434070029
1 1 "walking" "FrequenceBodyGyroscopeMeanZ" -0.553529065425648
1 1 "walking" "FrequenceBodyGyroscopeStdX" -0.708263420861671
1 1 "walking" "FrequenceBodyGyroscopeStdY" -0.429825832648703
1 1 "walking" "FrequenceBodyGyroscopeStdZ" -0.650476162132565
1 1 "walking" "TimeBodyAccelerometerJerkMagnitudeMean" -0.545431612066571
1 1 "walking" "TimeBodyAccelerometerJerkMagnitudeStd" -0.515922167555159
1 1 "walking" "TimeBodyAccelerometerJerkMeanX" 0.0770930495126801
1 1 "walking" "TimeBodyAccelerometerJerkMeanY" 0.0165908438802305
1 1 "walking" "TimeBodyAccelerometerJerkMeanZ" -0.00910758730117003
1 1 "walking" "TimeBodyAccelerometerJerkStdX" -0.524721922818732
1 1 "walking" "TimeBodyAccelerometerJerkStdY" -0.470412403511239
1 1 "walking" "TimeBodyAccelerometerJerkStdZ" -0.717322274881844
1 1 "walking" "TimeBodyAccelerometerMagnitudeMean" -0.453632943768818
1 1 "walking" "TimeBodyAccelerometerMagnitudeStd" -0.497096402038329
1 1 "walking" "TimeBodyAccelerometerMeanX" 0.265696920582133
1 1 "walking" "TimeBodyAccelerometerMeanY" -0.0182981725176081
1 1 "walking" "TimeBodyAccelerometerMeanZ" -0.10784573454611
1 1 "walking" "TimeBodyAccelerometerStdX" -0.545795331328326
1 1 "walking" "TimeBodyAccelerometerStdY" -0.367716218227378
1 1 "walking" "TimeBodyAccelerometerStdZ" -0.502645746562824
1 1 "walking" "TimeBodyGyroscopeJerkMagnitudeMean" -0.639517432642651
1 1 "walking" "TimeBodyGyroscopeJerkMagnitudeStd" -0.652050770910663
1 1 "walking" "TimeBodyGyroscopeJerkMeanX" -0.0971120197265994
1 1 "walking" "TimeBodyGyroscopeJerkMeanY" -0.0417164808293948
1 1 "walking" "TimeBodyGyroscopeJerkMeanZ" -0.0471393985477522
1 1 "walking" "TimeBodyGyroscopeJerkStdX" -0.637812687210375
1 1 "walking" "TimeBodyGyroscopeJerkStdY" -0.634472244550432
1 1 "walking" "TimeBodyGyroscopeJerkStdZ" -0.664591977786455
1 1 "walking" "TimeBodyGyroscopeMagnitudeMean" -0.475404785802305
1 1 "walking" "TimeBodyGyroscopeMagnitudeStd" -0.499839593745821
1 1 "walking" "TimeBodyGyroscopeMeanX" -0.0208764064320173
1 1 "walking" "TimeBodyGyroscopeMeanY" -0.0880722729400576
1 1 "walking" "TimeBodyGyroscopeMeanZ" 0.0862641666597983
1 1 "walking" "TimeBodyGyroscopeStdX" -0.686555715201729
1 1 "walking" "TimeBodyGyroscopeStdY" -0.450979810499568
1 1 "walking" "TimeBodyGyroscopeStdZ" -0.597496136795101
1 1 "walking" "TimeGravityAccelerometerMagnitudeMean" -0.453632943768818
1 1 "walking" "TimeGravityAccelerometerMagnitudeStd" -0.497096402038329
1 1 "walking" "TimeGravityAccelerometerMeanX" 0.744867411573487
1 1 "walking" "TimeGravityAccelerometerMeanY" -0.0825562579855908
1 1 "walking" "TimeGravityAccelerometerMeanZ" 0.072339870389049
1 1 "walking" "TimeGravityAccelerometerStdX" -0.959859435936599
1 1 "walking" "TimeGravityAccelerometerStdY" -0.951150627458213
1 1 "walking" "TimeGravityAccelerometerStdZ" -0.925817590867435
2 1 "walking" "FrequenceBodyAccelerometerJerkMagnitudeMean" -0.509746432970861
2 1 "walking" "FrequenceBodyAccelerometerJerkMagnitudeMeanFreq" 0.193066821118212
2 1 "walking" "FrequenceBodyAccelerometerJerkMagnitudeStd" -0.518800797709272
2 1 "walking" "FrequenceBodyAccelerometerJerkMeanFreqX" 0.0868000536209801
2 1 "walking" "FrequenceBodyAccelerometerJerkMeanFreqY" -0.139776595362185
2 1 "walking" "FrequenceBodyAccelerometerJerkMeanFreqZ" -0.0942651868218543
2 1 "walking" "FrequenceBodyAccelerometerJerkMeanX" -0.561682049622185
2 1 "walking" "FrequenceBodyAccelerometerJerkMeanY" -0.50890379901457
2 1 "walking" "FrequenceBodyAccelerometerJerkMeanZ" -0.715745330403973
2 1 "walking" "FrequenceBodyAccelerometerJerkStdX" -0.595105612895033
2 1 "walking" "FrequenceBodyAccelerometerJerkStdY" -0.509147543673841
2 1 "walking" "FrequenceBodyAccelerometerJerkStdZ" -0.767087015496689
2 1 "walking" "FrequenceBodyAccelerometerMagnitudeMean" -0.514569861316887
2 1 "walking" "FrequenceBodyAccelerometerMagnitudeMeanFreq" 0.192199738218212
2 1 "walking" "FrequenceBodyAccelerometerMagnitudeStd" -0.646662308457285
2 1 "walking" "FrequenceBodyAccelerometerMeanFreqX" -0.106763418901788
2 1 "walking" "FrequenceBodyAccelerometerMeanFreqY" 0.105734176023146
2 1 "walking" "FrequenceBodyAccelerometerMeanFreqZ" 0.087210586428
2 1 "walking" "FrequenceBodyAccelerometerMeanX" -0.57377091142947
2 1 "walking" "FrequenceBodyAccelerometerMeanY" -0.432566581302351
2 1 "walking" "FrequenceBodyAccelerometerMeanZ" -0.630081222124834
2 1 "walking" "FrequenceBodyAccelerometerStdX" -0.619788102803311
2 1 "walking" "FrequenceBodyAccelerometerStdY" -0.464723862913245
2 1 "walking" "FrequenceBodyAccelerometerStdZ" -0.600678614835099
2 1 "walking" "FrequenceBodyGyroscopeJerkMagnitudeMean" -0.751615078360927
2 1 "walking" "FrequenceBodyGyroscopeJerkMagnitudeMeanFreq" 0.124612068599768
2 1 "walking" "FrequenceBodyGyroscopeJerkMagnitudeStd" -0.744194981440397
2 1 "walking" "FrequenceBodyGyroscopeMagnitudeMean" -0.699742945221854
2 1 "walking" "FrequenceBodyGyroscopeMagnitudeMeanFreq" 0.0471324812379801
2 1 "walking" "FrequenceBodyGyroscopeMagnitudeStd" -0.725310337688742
2 1 "walking" "FrequenceBodyGyroscopeMeanFreqX" -0.00576500648245033
2 1 "walking" "FrequenceBodyGyroscopeMeanFreqY" -0.0702155008665563
2 1 "walking" "FrequenceBodyGyroscopeMeanFreqZ" 0.0513627291214901
2 1 "walking" "FrequenceBodyGyroscopeMeanX" -0.638717694593046
2 1 "walking" "FrequenceBodyGyroscopeMeanY" -0.722068978635762
2 1 "walking" "FrequenceBodyGyroscopeMeanZ" -0.601594889654305
2 1 "walking" "FrequenceBodyGyroscopeStdX" -0.734588540182119
2 1 "walking" "FrequenceBodyGyroscopeStdY" -0.72716774102649
2 1 "walking" "FrequenceBodyGyroscopeStdZ" -0.683114494539735
2 1 "walking" "TimeBodyAccelerometerJerkMagnitudeMean" -0.58777744543543
2 1 "walking" "TimeBodyAccelerometerJerkMagnitudeStd" -0.512115278415232
2 1 "walking" "TimeBodyAccelerometerJerkMeanX" 0.0785353156747351
2 1 "walking" "TimeBodyAccelerometerJerkMeanY" 0.00708771249764901
2 1 "walking" "TimeBodyAccelerometerJerkMeanZ" 0.000755760748377483
2 1 "walking" "TimeBodyAccelerometerJerkStdX" -0.557809603123841
2 1 "walking" "TimeBodyAccelerometerJerkStdY" -0.491875889831788
2 1 "walking" "TimeBodyAccelerometerJerkStdZ" -0.741885388311258
2 1 "walking" "TimeBodyAccelerometerMagnitudeMean" -0.535281800541722
2 1 "walking" "TimeBodyAccelerometerMagnitudeStd" -0.552812545643709
2 1 "walking" "TimeBodyAccelerometerMeanX" 0.273113115788079
2 1 "walking" "TimeBodyAccelerometerMeanY" -0.0191323183174834
2 1 "walking" "TimeBodyAccelerometerMeanZ" -0.115649958175497
2 1 "walking" "TimeBodyAccelerometerStdX" -0.605586497159271
2 1 "walking" "TimeBodyAccelerometerStdY" -0.428962986589404
2 1 "walking" "TimeBodyAccelerometerStdZ" -0.589360062210596
2 1 "walking" "TimeBodyGyroscopeJerkMagnitudeMean" -0.746559539039735
2 1 "walking" "TimeBodyGyroscopeJerkMagnitudeStd" -0.740088733655629
2 1 "walking" "TimeBodyGyroscopeJerkMeanX" -0.0875587491668874
2 1 "walking" "TimeBodyGyroscopeJerkMeanY" -0.0433986835453642
2 1 "walking" "TimeBodyGyroscopeJerkMeanZ" -0.0557541828188742
2 1 "walking" "TimeBodyGyroscopeJerkStdX" -0.671679103311258
2 1 "walking" "TimeBodyGyroscopeJerkStdY" -0.783595466728477
2 1 "walking" "TimeBodyGyroscopeJerkStdZ" -0.674611933293046
2 1 "walking" "TimeBodyGyroscopeMagnitudeMean" -0.614771054893146
2 1 "walking" "TimeBodyGyroscopeMagnitudeStd" -0.680584887880795
2 1 "walking" "TimeBodyGyroscopeMeanX" -0.0517030657821192
2 1 "walking" "TimeBodyGyroscopeMeanY" -0.0568420186817881
2 1 "walking" "TimeBodyGyroscopeMeanZ" 0.0872599422291391
2 1 "walking" "TimeBodyGyroscopeStdX" -0.710648927815894
2 1 "walking" "TimeBodyGyroscopeStdY" -0.722943674337748
2 1 "walking" "TimeBodyGyroscopeStdZ" -0.634888927843046
2 1 "walking" "TimeGravityAccelerometerMagnitudeMean" -0.535281800541722
2 1 "walking" "TimeGravityAccelerometerMagnitudeStd" -0.552812545643709
2 1 "walking" "TimeGravityAccelerometerMeanX" 0.660782866688742
2 1 "walking" "TimeGravityAccelerometerMeanY" -0.147219886910411
2 1 "walking" "TimeGravityAccelerometerMeanZ" 0.134865335090728
2 1 "walking" "TimeGravityAccelerometerStdX" -0.963015508245033
2 1 "walking" "TimeGravityAccelerometerStdY" -0.960033560165563
2 1 "walking" "TimeGravityAccelerometerStdZ" -0.945365383907285
3 1 "walking" "FrequenceBodyAccelerometerJerkMagnitudeMean" -0.604752108072727
3 1 "walking" "FrequenceBodyAccelerometerJerkMagnitudeMeanFreq" 0.11231984174566
3 1 "walking" "FrequenceBodyAccelerometerJerkMagnitudeStd" -0.615643694857361
3 1 "walking" "FrequenceBodyAccelerometerJerkMeanFreqX" -0.0476941200470968
3 1 "walking" "FrequenceBodyAccelerometerJerkMeanFreqY" -0.236874240885924
3 1 "walking" "FrequenceBodyAccelerometerJerkMeanFreqZ" -0.193657539305073
3 1 "walking" "FrequenceBodyAccelerometerJerkMeanX" -0.645893496630499
3 1 "walking" "FrequenceBodyAccelerometerJerkMeanY" -0.582949919157742
3 1 "walking" "FrequenceBodyAccelerometerJerkMeanZ" -0.780101644193548
3 1 "walking" "FrequenceBodyAccelerometerJerkStdX" -0.657844055881525
3 1 "walking" "FrequenceBodyAccelerometerJerkStdY" -0.559851186088408
3 1 "walking" "FrequenceBodyAccelerometerJerkStdZ" -0.81080601659824
3 1 "walking" "FrequenceBodyAccelerometerMagnitudeMean" -0.579076453758064
3 1 "walking" "FrequenceBodyAccelerometerMagnitudeMeanFreq" 0.0770665587562757
3 1 "walking" "FrequenceBodyAccelerometerMagnitudeStd" -0.663079838985044
3 1 "walking" "FrequenceBodyAccelerometerMeanFreqX" -0.192817340495308
3 1 "walking" "FrequenceBodyAccelerometerMeanFreqY" 0.0389282523284457
3 1 "walking" "FrequenceBodyAccelerometerMeanFreqZ" 0.00447261449052786
3 1 "walking" "FrequenceBodyAccelerometerMeanX" -0.625733289873607
3 1 "walking" "FrequenceBodyAccelerometerMeanY" -0.501779938505279
3 1 "walking" "FrequenceBodyAccelerometerMeanZ" -0.699656828592375
3 1 "walking" "FrequenceBodyAccelerometerStdX" -0.623805015199413
3 1 "walking" "FrequenceBodyAccelerometerStdY" -0.502753639795894
3 1 "walking" "FrequenceBodyAccelerometerStdZ" -0.657443765803519
3 1 "walking" "FrequenceBodyGyroscopeJerkMagnitudeMean" -0.810085498651026
3 1 "walking" "FrequenceBodyGyroscopeJerkMagnitudeMeanFreq" 0.0599628733252199
3 1 "walking" "FrequenceBodyGyroscopeJerkMagnitudeStd" -0.810032718739003
3 1 "walking" "FrequenceBodyGyroscopeMagnitudeMean" -0.716822144279179
3 1 "walking" "FrequenceBodyGyroscopeMagnitudeMeanFreq" -0.0846075231245126
